sample	variable	value	description
186	whole_tree_age	20.5306	whole_tree_age
186	island_ori_age	8.20362	island_origin_age
186	island_ori_region	2	island_origin_region
186	rho_d_2	0.05	base_dispersal_rate
186	rho_e_2	0.05	base_extinction_rate
186	rho_w_2	0.05	base_w_speciation_rate
186	rho_b_2	0.25	base_b_speciation_rate
186	sigma_d_1	0	long-distance?
186	sigma_e_1	-1.5	high-island?
186	sigma_w_1	0	high-island?
186	sigma_b_1	1.5	long-distance?
186	sigma_d_2	1.5	old-to-young?
186	sigma_e_2	1.5	net-growth?
186	sigma_w_2	-1.5	net-growth?
186	sigma_b_2	-1.5	old-to-young?
186	phi_d_1	0	distance
186	phi_e_1	-1	elevation
186	phi_w_1	0	elevation
186	phi_b_1	1	distance
186	phi_d_2	0	age-diff
186	phi_e_2	1	age
186	phi_w_2	0	age
186	phi_b_2	-1	age-diff
