sample	variable	value	description
179	whole_tree_age	27.1517	whole_tree_age
179	island_ori_age	16.3083	island_origin_age
179	island_ori_region	1	island_origin_region
179	rho_d_2	0.025	base_dispersal_rate
179	rho_e_2	0.025	base_extinction_rate
179	rho_w_2	0.025	base_w_speciation_rate
179	rho_b_2	0.15	base_b_speciation_rate
179	sigma_d_1	-1	long-distance?
179	sigma_e_1	-1	high-island?
179	sigma_w_1	1	high-island?
179	sigma_b_1	1	long-distance?
179	sigma_d_2	0	old-to-young?
179	sigma_e_2	0	net-growth?
179	sigma_w_2	0	net-growth?
179	sigma_b_2	0	old-to-young?
179	phi_d_1	-1	distance
179	phi_e_1	0	elevation
179	phi_w_1	0	elevation
179	phi_b_1	1	distance
179	phi_d_2	0	age-diff
179	phi_e_2	1	age
179	phi_w_2	0	age
179	phi_b_2	-1	age-diff
