nd29	0
nd30	0
nd17	0
nd27	0
nd93	0
nd94	0
nd22	1
nd227	0
nd228	0
nd221	1
nd222	1
nd40	0
nd147	0
nd148	0
nd141	0
nd142	0
nd55	1
nd169	1
nd170	1
nd152	1
nd157	0
nd165	1
nd173	1
nd174	1
nd86	1
nd215	1
nd216	0
nd235	0
nd236	0
nd122	0
nd113	0
nd114	0
nd179	1
nd180	1
nd133	1
nd134	1
nd207	1
nd208	1
nd146	1
nd203	1
nd204	1
nd101	1
nd129	1
nd137	1
nd201	1
nd209	1
nd225	1
nd226	1
nd186	1
nd199	1
nd200	1
nd178	1
nd219	1
nd220	1
nd214	1
nd206	1
nd217	1
nd218	1
nd194	0
nd183	1
nd191	1
nd231	1
nd232	1
nd155	1
nd156	1
nd189	1
nd190	1
nd111	1
nd229	1
nd230	1
nd127	0
nd139	0
nd140	1
nd35	0
nd49	1
nd195	1
nd196	1
nd99	1
nd167	1
nd175	1
nd176	1
nd120	1
nd131	0
nd132	0
nd108	0
nd61	0
nd149	0
nd150	0
nd315	3
nd345	2
nd346	37
nd280	4
nd267	4
nd268	4
nd343	2
nd344	37
nd312	3
nd302	2
nd256	2
nd245	2
nd321	2
nd351	5
nd352	77
nd305	2
nd327	2
nd328	2
nd353	2
nd354	2
nd318	2
nd289	2
nd347	3
nd348	16
nd337	12
nd339	3
nd340	3
nd303	12
nd331	2
nd332	2
nd282	3
nd299	2
nd300	2
nd285	2
nd286	2
nd297	2
nd298	2
nd293	5
nd294	5
nd319	2
nd341	2
nd349	37
nd350	2
nd330	2
nd310	2
nd288	16
nd274	3
nd295	3
nd296	16
nd277	2
nd278	2
nd211	1
nd283	2
nd307	2
nd323	46
nd335	2
nd336	2
nd334	2
nd325	4
nd326	4
nd237	1
nd238	1
nd106	0
nd96	1
nd241	1
nd242	1
nd45	0
nd159	1
nd160	1
nd77	0
nd153	0
nd171	0
nd172	0
nd92	0
nd70	0
nd143	0
nd144	0
nd136	0
nd81	0
nd82	0
nd83	0
nd84	0
nd63	0
nd223	0
nd224	0
nd233	0
nd234	0
nd198	0
nd15	0
nd16	1
outgroup	6
