sample	variable	value	description
258	whole_tree_age	22.3589	whole_tree_age
258	island_ori_age	5.80434	island_origin_age
258	island_ori_region	1	island_origin_region
258	rho_d_2	0.025	base_dispersal_rate
258	rho_e_2	0.025	base_extinction_rate
258	rho_w_2	0.025	base_w_speciation_rate
258	rho_b_2	0.15	base_b_speciation_rate
258	sigma_d_1	0	long-distance?
258	sigma_e_1	0	high-island?
258	sigma_w_1	1	high-island?
258	sigma_b_1	1	long-distance?
258	sigma_d_2	1	old-to-young?
258	sigma_e_2	0	net-growth?
258	sigma_w_2	0	net-growth?
258	sigma_b_2	0	old-to-young?
258	phi_d_1	0	distance
258	phi_e_1	-1	elevation
258	phi_w_1	1	elevation
258	phi_b_1	1	distance
258	phi_d_2	0	age-diff
258	phi_e_2	0	age
258	phi_w_2	-1	age
258	phi_b_2	0	age-diff
