sample	variable	value	description
318	whole_tree_age	31.8427	whole_tree_age
318	island_ori_age	11.612	island_origin_age
318	island_ori_region	1	island_origin_region
318	rho_d_2	0.05	base_dispersal_rate
318	rho_e_2	0.05	base_extinction_rate
318	rho_w_2	0.05	base_w_speciation_rate
318	rho_b_2	0.2	base_b_speciation_rate
318	sigma_d_1	-1	long-distance?
318	sigma_e_1	-1	high-island?
318	sigma_w_1	1	high-island?
318	sigma_b_1	0	long-distance?
318	sigma_d_2	0	old-to-young?
318	sigma_e_2	-1	net-growth?
318	sigma_w_2	0	net-growth?
318	sigma_b_2	1	old-to-young?
318	phi_d_1	-1	distance
318	phi_e_1	-1	elevation
318	phi_w_1	0	elevation
318	phi_b_1	1	distance
318	phi_d_2	-1	age-diff
318	phi_e_2	0	age
318	phi_w_2	-1	age
318	phi_b_2	0	age-diff
