sample	variable	value	description
172	whole_tree_age	21.7616	whole_tree_age
172	island_ori_age	19.7885	island_origin_age
172	island_ori_region	1	island_origin_region
172	rho_d_2	0.05	base_dispersal_rate
172	rho_e_2	0.05	base_extinction_rate
172	rho_w_2	0.05	base_w_speciation_rate
172	rho_b_2	0.25	base_b_speciation_rate
172	sigma_d_1	0	long-distance?
172	sigma_e_1	0	high-island?
172	sigma_w_1	0	high-island?
172	sigma_b_1	1.5	long-distance?
172	sigma_d_2	1.5	old-to-young?
172	sigma_e_2	0	net-growth?
172	sigma_w_2	-1.5	net-growth?
172	sigma_b_2	0	old-to-young?
172	phi_d_1	-0.5	distance
172	phi_e_1	-1	elevation
172	phi_w_1	0.5	elevation
172	phi_b_1	0	distance
172	phi_d_2	0	age-diff
172	phi_e_2	1	age
172	phi_w_2	-0.5	age
172	phi_b_2	0	age-diff
