sample	variable	value	description
315	whole_tree_age	16.7271	whole_tree_age
315	island_ori_age	10.1578	island_origin_age
315	island_ori_region	2	island_origin_region
315	rho_d_2	0.05	base_dispersal_rate
315	rho_e_2	0.05	base_extinction_rate
315	rho_w_2	0.05	base_w_speciation_rate
315	rho_b_2	0.25	base_b_speciation_rate
315	sigma_d_1	-1.5	long-distance?
315	sigma_e_1	0	high-island?
315	sigma_w_1	0	high-island?
315	sigma_b_1	0	long-distance?
315	sigma_d_2	0	old-to-young?
315	sigma_e_2	1.5	net-growth?
315	sigma_w_2	-1.5	net-growth?
315	sigma_b_2	0	old-to-young?
315	phi_d_1	-0.5	distance
315	phi_e_1	-1	elevation
315	phi_w_1	0	elevation
315	phi_b_1	0	distance
315	phi_d_2	0.5	age-diff
315	phi_e_2	0	age
315	phi_w_2	-0.5	age
315	phi_b_2	-1	age-diff
