sample	variable	value	description
348	whole_tree_age	4.41535	whole_tree_age
348	island_ori_age	1.54015	island_origin_age
348	island_ori_region	5	island_origin_region
348	rho_d_2	0.05	base_dispersal_rate
348	rho_e_2	0.05	base_extinction_rate
348	rho_w_2	0.05	base_w_speciation_rate
348	rho_b_2	0.2	base_b_speciation_rate
348	sigma_d_1	0	long-distance?
348	sigma_e_1	0	high-island?
348	sigma_w_1	1	high-island?
348	sigma_b_1	0	long-distance?
348	sigma_d_2	0	old-to-young?
348	sigma_e_2	0	net-growth?
348	sigma_w_2	0	net-growth?
348	sigma_b_2	1	old-to-young?
348	phi_d_1	-1	distance
348	phi_e_1	-1	elevation
348	phi_w_1	1	elevation
348	phi_b_1	0	distance
348	phi_d_2	-1	age-diff
348	phi_e_2	1	age
348	phi_w_2	-1	age
348	phi_b_2	1	age-diff
