sample	variable	value	description
182	whole_tree_age	15.2698	whole_tree_age
182	island_ori_age	2.42187	island_origin_age
182	island_ori_region	3	island_origin_region
182	rho_d_2	0.05	base_dispersal_rate
182	rho_e_2	0.05	base_extinction_rate
182	rho_w_2	0.05	base_w_speciation_rate
182	rho_b_2	0.2	base_b_speciation_rate
182	sigma_d_1	0	long-distance?
182	sigma_e_1	-1	high-island?
182	sigma_w_1	0	high-island?
182	sigma_b_1	1	long-distance?
182	sigma_d_2	0	old-to-young?
182	sigma_e_2	-1	net-growth?
182	sigma_w_2	-1	net-growth?
182	sigma_b_2	0	old-to-young?
182	phi_d_1	-1	distance
182	phi_e_1	-1	elevation
182	phi_w_1	0	elevation
182	phi_b_1	0	distance
182	phi_d_2	-1	age-diff
182	phi_e_2	0	age
182	phi_w_2	-1	age
182	phi_b_2	1	age-diff
