sample	variable	value	description
58	whole_tree_age	15.7783	whole_tree_age
58	island_ori_age	5.09956	island_origin_age
58	island_ori_region	3	island_origin_region
58	rho_d_2	0.05	base_dispersal_rate
58	rho_e_2	0.05	base_extinction_rate
58	rho_w_2	0.05	base_w_speciation_rate
58	rho_b_2	0.25	base_b_speciation_rate
58	sigma_d_1	-1.5	long-distance?
58	sigma_e_1	0	high-island?
58	sigma_w_1	0	high-island?
58	sigma_b_1	1.5	long-distance?
58	sigma_d_2	1.5	old-to-young?
58	sigma_e_2	0	net-growth?
58	sigma_w_2	-1.5	net-growth?
58	sigma_b_2	-1.5	old-to-young?
58	phi_d_1	-0.5	distance
58	phi_e_1	0	elevation
58	phi_w_1	0.5	elevation
58	phi_b_1	0	distance
58	phi_d_2	0.5	age-diff
58	phi_e_2	0	age
58	phi_w_2	-0.5	age
58	phi_b_2	0	age-diff
