sample	variable	value	description
237	whole_tree_age	11.6132	whole_tree_age
237	island_ori_age	3.48849	island_origin_age
237	island_ori_region	3	island_origin_region
237	rho_d_2	0.025	base_dispersal_rate
237	rho_e_2	0.025	base_extinction_rate
237	rho_w_2	0.025	base_w_speciation_rate
237	rho_b_2	0.15	base_b_speciation_rate
237	sigma_d_1	0	long-distance?
237	sigma_e_1	0	high-island?
237	sigma_w_1	1	high-island?
237	sigma_b_1	1	long-distance?
237	sigma_d_2	0	old-to-young?
237	sigma_e_2	0	net-growth?
237	sigma_w_2	0	net-growth?
237	sigma_b_2	-1	old-to-young?
237	phi_d_1	-1	distance
237	phi_e_1	0	elevation
237	phi_w_1	0	elevation
237	phi_b_1	0	distance
237	phi_d_2	0	age-diff
237	phi_e_2	1	age
237	phi_w_2	-1	age
237	phi_b_2	0	age-diff
