sample	variable	value	description
242	whole_tree_age	14.8908	whole_tree_age
242	island_ori_age	11.8011	island_origin_age
242	island_ori_region	1	island_origin_region
242	rho_d_2	0.05	base_dispersal_rate
242	rho_e_2	0.05	base_extinction_rate
242	rho_w_2	0.05	base_w_speciation_rate
242	rho_b_2	0.25	base_b_speciation_rate
242	sigma_d_1	-1.5	long-distance?
242	sigma_e_1	-1.5	high-island?
242	sigma_w_1	1.5	high-island?
242	sigma_b_1	0	long-distance?
242	sigma_d_2	0	old-to-young?
242	sigma_e_2	0	net-growth?
242	sigma_w_2	0	net-growth?
242	sigma_b_2	-1.5	old-to-young?
242	phi_d_1	-0.5	distance
242	phi_e_1	-1	elevation
242	phi_w_1	0	elevation
242	phi_b_1	1	distance
242	phi_d_2	0	age-diff
242	phi_e_2	1	age
242	phi_w_2	0	age
242	phi_b_2	-1	age-diff
