sample	variable	value	description
55	whole_tree_age	19.5846	whole_tree_age
55	island_ori_age	14.0115	island_origin_age
55	island_ori_region	1	island_origin_region
55	rho_d_2	0.025	base_dispersal_rate
55	rho_e_2	0.025	base_extinction_rate
55	rho_w_2	0.025	base_w_speciation_rate
55	rho_b_2	0.15	base_b_speciation_rate
55	sigma_d_1	-1	long-distance?
55	sigma_e_1	0	high-island?
55	sigma_w_1	0	high-island?
55	sigma_b_1	0	long-distance?
55	sigma_d_2	1	old-to-young?
55	sigma_e_2	1	net-growth?
55	sigma_w_2	0	net-growth?
55	sigma_b_2	-1	old-to-young?
55	phi_d_1	0	distance
55	phi_e_1	0	elevation
55	phi_w_1	1	elevation
55	phi_b_1	0	distance
55	phi_d_2	1	age-diff
55	phi_e_2	1	age
55	phi_w_2	-1	age
55	phi_b_2	0	age-diff
