sample	variable	value	description
209	whole_tree_age	20.3629	whole_tree_age
209	island_ori_age	14.3037	island_origin_age
209	island_ori_region	1	island_origin_region
209	rho_d_2	0.05	base_dispersal_rate
209	rho_e_2	0.05	base_extinction_rate
209	rho_w_2	0.05	base_w_speciation_rate
209	rho_b_2	0.25	base_b_speciation_rate
209	sigma_d_1	0	long-distance?
209	sigma_e_1	-1.5	high-island?
209	sigma_w_1	1.5	high-island?
209	sigma_b_1	0	long-distance?
209	sigma_d_2	1.5	old-to-young?
209	sigma_e_2	0	net-growth?
209	sigma_w_2	-1.5	net-growth?
209	sigma_b_2	-1.5	old-to-young?
209	phi_d_1	-0.5	distance
209	phi_e_1	0	elevation
209	phi_w_1	0	elevation
209	phi_b_1	1	distance
209	phi_d_2	0	age-diff
209	phi_e_2	0	age
209	phi_w_2	0	age
209	phi_b_2	0	age-diff
