sample	variable	value	description
217	whole_tree_age	23.9473	whole_tree_age
217	island_ori_age	11.9889	island_origin_age
217	island_ori_region	1	island_origin_region
217	rho_d_2	0.025	base_dispersal_rate
217	rho_e_2	0.025	base_extinction_rate
217	rho_w_2	0.025	base_w_speciation_rate
217	rho_b_2	0.15	base_b_speciation_rate
217	sigma_d_1	0	long-distance?
217	sigma_e_1	0	high-island?
217	sigma_w_1	0	high-island?
217	sigma_b_1	0	long-distance?
217	sigma_d_2	0	old-to-young?
217	sigma_e_2	1	net-growth?
217	sigma_w_2	-1	net-growth?
217	sigma_b_2	0	old-to-young?
217	phi_d_1	0	distance
217	phi_e_1	-1	elevation
217	phi_w_1	1	elevation
217	phi_b_1	1	distance
217	phi_d_2	0	age-diff
217	phi_e_2	1	age
217	phi_w_2	-1	age
217	phi_b_2	-1	age-diff
