sample	variable	value	description
27	whole_tree_age	23.4114	whole_tree_age
27	island_ori_age	8.66314	island_origin_age
27	island_ori_region	1	island_origin_region
27	rho_d_2	0.025	base_dispersal_rate
27	rho_e_2	0.025	base_extinction_rate
27	rho_w_2	0.025	base_w_speciation_rate
27	rho_b_2	0.15	base_b_speciation_rate
27	sigma_d_1	0	long-distance?
27	sigma_e_1	-1	high-island?
27	sigma_w_1	1	high-island?
27	sigma_b_1	0	long-distance?
27	sigma_d_2	1	old-to-young?
27	sigma_e_2	0	net-growth?
27	sigma_w_2	0	net-growth?
27	sigma_b_2	0	old-to-young?
27	phi_d_1	0	distance
27	phi_e_1	-1	elevation
27	phi_w_1	1	elevation
27	phi_b_1	0	distance
27	phi_d_2	0	age-diff
27	phi_e_2	1	age
27	phi_w_2	0	age
27	phi_b_2	-1	age-diff
