sample	variable	value	description
204	whole_tree_age	17.3941	whole_tree_age
204	island_ori_age	2.87596	island_origin_age
204	island_ori_region	3	island_origin_region
204	rho_d_2	0.025	base_dispersal_rate
204	rho_e_2	0.025	base_extinction_rate
204	rho_w_2	0.025	base_w_speciation_rate
204	rho_b_2	0.15	base_b_speciation_rate
204	sigma_d_1	0	long-distance?
204	sigma_e_1	-1	high-island?
204	sigma_w_1	0	high-island?
204	sigma_b_1	0	long-distance?
204	sigma_d_2	0	old-to-young?
204	sigma_e_2	1	net-growth?
204	sigma_w_2	-1	net-growth?
204	sigma_b_2	-1	old-to-young?
204	phi_d_1	-1	distance
204	phi_e_1	0	elevation
204	phi_w_1	0	elevation
204	phi_b_1	0	distance
204	phi_d_2	0	age-diff
204	phi_e_2	0	age
204	phi_w_2	0	age
204	phi_b_2	0	age-diff
