sample	variable	value	description
291	whole_tree_age	17.021	whole_tree_age
291	island_ori_age	2.4108	island_origin_age
291	island_ori_region	5	island_origin_region
291	rho_d_2	0.05	base_dispersal_rate
291	rho_e_2	0.05	base_extinction_rate
291	rho_w_2	0.05	base_w_speciation_rate
291	rho_b_2	0.25	base_b_speciation_rate
291	sigma_d_1	-1.5	long-distance?
291	sigma_e_1	-1.5	high-island?
291	sigma_w_1	0	high-island?
291	sigma_b_1	1.5	long-distance?
291	sigma_d_2	0	old-to-young?
291	sigma_e_2	1.5	net-growth?
291	sigma_w_2	0	net-growth?
291	sigma_b_2	-1.5	old-to-young?
291	phi_d_1	0	distance
291	phi_e_1	-1	elevation
291	phi_w_1	0.5	elevation
291	phi_b_1	1	distance
291	phi_d_2	0.5	age-diff
291	phi_e_2	0	age
291	phi_w_2	0	age
291	phi_b_2	-1	age-diff
