sample	variable	value	description
91	whole_tree_age	16.5285	whole_tree_age
91	island_ori_age	6.44443	island_origin_age
91	island_ori_region	1	island_origin_region
91	rho_d_2	0.05	base_dispersal_rate
91	rho_e_2	0.05	base_extinction_rate
91	rho_w_2	0.05	base_w_speciation_rate
91	rho_b_2	0.2	base_b_speciation_rate
91	sigma_d_1	0	long-distance?
91	sigma_e_1	0	high-island?
91	sigma_w_1	1	high-island?
91	sigma_b_1	0	long-distance?
91	sigma_d_2	1	old-to-young?
91	sigma_e_2	0	net-growth?
91	sigma_w_2	-1	net-growth?
91	sigma_b_2	0	old-to-young?
91	phi_d_1	-1	distance
91	phi_e_1	-1	elevation
91	phi_w_1	1	elevation
91	phi_b_1	1	distance
91	phi_d_2	0	age-diff
91	phi_e_2	1	age
91	phi_w_2	0	age
91	phi_b_2	0	age-diff
