sample	variable	value	description
39	whole_tree_age	30.125	whole_tree_age
39	island_ori_age	5.70091	island_origin_age
39	island_ori_region	2	island_origin_region
39	rho_d_2	0.05	base_dispersal_rate
39	rho_e_2	0.05	base_extinction_rate
39	rho_w_2	0.05	base_w_speciation_rate
39	rho_b_2	0.2	base_b_speciation_rate
39	sigma_d_1	-1	long-distance?
39	sigma_e_1	0	high-island?
39	sigma_w_1	0	high-island?
39	sigma_b_1	1	long-distance?
39	sigma_d_2	1	old-to-young?
39	sigma_e_2	-1	net-growth?
39	sigma_w_2	0	net-growth?
39	sigma_b_2	0	old-to-young?
39	phi_d_1	0	distance
39	phi_e_1	0	elevation
39	phi_w_1	0	elevation
39	phi_b_1	1	distance
39	phi_d_2	-1	age-diff
39	phi_e_2	0	age
39	phi_w_2	-1	age
39	phi_b_2	0	age-diff
