sample	variable	value	description
90	whole_tree_age	15.8262	whole_tree_age
90	island_ori_age	13.4882	island_origin_age
90	island_ori_region	1	island_origin_region
90	rho_d_2	0.05	base_dispersal_rate
90	rho_e_2	0.05	base_extinction_rate
90	rho_w_2	0.05	base_w_speciation_rate
90	rho_b_2	0.25	base_b_speciation_rate
90	sigma_d_1	-1.5	long-distance?
90	sigma_e_1	0	high-island?
90	sigma_w_1	1.5	high-island?
90	sigma_b_1	0	long-distance?
90	sigma_d_2	0	old-to-young?
90	sigma_e_2	1.5	net-growth?
90	sigma_w_2	-1.5	net-growth?
90	sigma_b_2	-1.5	old-to-young?
90	phi_d_1	-0.5	distance
90	phi_e_1	0	elevation
90	phi_w_1	0.5	elevation
90	phi_b_1	1	distance
90	phi_d_2	0	age-diff
90	phi_e_2	1	age
90	phi_w_2	0	age
90	phi_b_2	-1	age-diff
