sample	variable	value	description
280	whole_tree_age	31.94	whole_tree_age
280	island_ori_age	7.30602	island_origin_age
280	island_ori_region	2	island_origin_region
280	rho_d_2	0.05	base_dispersal_rate
280	rho_e_2	0.05	base_extinction_rate
280	rho_w_2	0.05	base_w_speciation_rate
280	rho_b_2	0.25	base_b_speciation_rate
280	sigma_d_1	-1.5	long-distance?
280	sigma_e_1	0	high-island?
280	sigma_w_1	1.5	high-island?
280	sigma_b_1	0	long-distance?
280	sigma_d_2	1.5	old-to-young?
280	sigma_e_2	1.5	net-growth?
280	sigma_w_2	-1.5	net-growth?
280	sigma_b_2	0	old-to-young?
280	phi_d_1	-0.5	distance
280	phi_e_1	0	elevation
280	phi_w_1	0.5	elevation
280	phi_b_1	1	distance
280	phi_d_2	0.5	age-diff
280	phi_e_2	0	age
280	phi_w_2	-0.5	age
280	phi_b_2	0	age-diff
