sample	variable	value	description
350	whole_tree_age	22.6982	whole_tree_age
350	island_ori_age	11.6489	island_origin_age
350	island_ori_region	1	island_origin_region
350	rho_d_2	0.05	base_dispersal_rate
350	rho_e_2	0.05	base_extinction_rate
350	rho_w_2	0.05	base_w_speciation_rate
350	rho_b_2	0.25	base_b_speciation_rate
350	sigma_d_1	-1.5	long-distance?
350	sigma_e_1	-1.5	high-island?
350	sigma_w_1	0	high-island?
350	sigma_b_1	1.5	long-distance?
350	sigma_d_2	0	old-to-young?
350	sigma_e_2	1.5	net-growth?
350	sigma_w_2	-1.5	net-growth?
350	sigma_b_2	0	old-to-young?
350	phi_d_1	0	distance
350	phi_e_1	0	elevation
350	phi_w_1	0.5	elevation
350	phi_b_1	0	distance
350	phi_d_2	0.5	age-diff
350	phi_e_2	0	age
350	phi_w_2	0	age
350	phi_b_2	-1	age-diff
