sample	variable	value	description
219	whole_tree_age	16.9693	whole_tree_age
219	island_ori_age	11.5347	island_origin_age
219	island_ori_region	1	island_origin_region
219	rho_d_2	0.025	base_dispersal_rate
219	rho_e_2	0.025	base_extinction_rate
219	rho_w_2	0.025	base_w_speciation_rate
219	rho_b_2	0.15	base_b_speciation_rate
219	sigma_d_1	0	long-distance?
219	sigma_e_1	0	high-island?
219	sigma_w_1	0	high-island?
219	sigma_b_1	0	long-distance?
219	sigma_d_2	0	old-to-young?
219	sigma_e_2	0	net-growth?
219	sigma_w_2	-1	net-growth?
219	sigma_b_2	0	old-to-young?
219	phi_d_1	-1	distance
219	phi_e_1	-1	elevation
219	phi_w_1	1	elevation
219	phi_b_1	1	distance
219	phi_d_2	1	age-diff
219	phi_e_2	1	age
219	phi_w_2	-1	age
219	phi_b_2	0	age-diff
