nd19	0
nd39	0
nd40	0
nd43	0
nd47	0
nd125	0
nd126	0
nd149	0
nd337	6
nd338	6
nd284	6
nd311	6
nd312	6
nd345	6
nd346	6
nd280	6
nd133	1
nd251	2
nd329	2
nd330	2
nd343	16
nd344	3
nd328	20
nd341	3
nd375	3
nd376	3
nd288	12
nd333	2
nd334	2
nd323	2
nd353	2
nd354	12
nd331	16
nd332	4
nd318	4
nd367	4
nd368	16
nd363	3
nd364	3
nd307	3
nd308	3
nd305	2
nd365	37
nd366	2
nd340	2
nd271	2
nd349	3
nd350	3
nd316	3
nd293	16
nd371	3
nd372	37
nd370	4
nd362	4
nd300	4
nd303	2
nd304	2
nd359	2
nd360	2
nd355	12
nd356	2
nd319	3
nd357	21
nd358	4
nd322	77
nd298	3
nd351	3
nd352	3
nd348	16
nd373	2
nd374	12
nd314	3
nd248	1
nd263	2
nd264	12
nd188	1
nd203	1
nd204	1
nd239	1
nd240	1
nd215	1
nd253	1
nd254	0
nd236	1
nd249	1
nd250	1
nd201	1
nd202	1
nd158	1
nd213	1
nd214	1
nd128	1
nd175	1
nd189	1
nd225	0
nd226	0
nd231	1
nd232	1
nd93	1
nd171	1
nd172	1
nd199	0
nd243	1
nd244	1
nd194	1
nd123	1
nd181	1
nd183	1
nd191	1
nd192	1
nd163	0
nd177	1
nd178	1
nd45	0
nd137	0
nd138	0
nd89	1
nd90	0
nd109	0
nd129	0
nd205	2
nd206	0
nd217	0
nd237	0
nd238	0
nd228	0
nd144	0
nd209	0
nd229	1
nd230	1
nd165	0
nd166	0
nd64	0
nd221	0
nd222	0
nd170	0
nd146	1
nd219	0
nd220	0
nd196	1
nd75	0
nd76	1
nd77	0
nd78	0
nd72	0
nd135	0
nd136	0
nd211	0
nd212	0
nd101	0
nd102	0
nd66	0
nd36	0
nd24	0
nd33	0
nd67	0
nd79	0
nd115	0
nd121	0
nd122	0
nd108	0
nd83	0
nd84	0
nd233	0
nd234	0
nd95	0
nd96	0
nd97	0
nd98	0
nd86	0
nd173	0
nd174	0
nd42	0
nd25	0
nd241	1
nd242	1
nd140	1
nd147	1
nd207	1
nd208	1
nd186	1
nd118	1
nd223	1
nd224	1
nd168	1
nd56	0
nd18	0
nd37	0
nd38	0
outgroup	6
