sample	variable	value	description
38	whole_tree_age	29.0175	whole_tree_age
38	island_ori_age	16.7504	island_origin_age
38	island_ori_region	1	island_origin_region
38	rho_d_2	0.05	base_dispersal_rate
38	rho_e_2	0.05	base_extinction_rate
38	rho_w_2	0.05	base_w_speciation_rate
38	rho_b_2	0.25	base_b_speciation_rate
38	sigma_d_1	0	long-distance?
38	sigma_e_1	0	high-island?
38	sigma_w_1	0	high-island?
38	sigma_b_1	0	long-distance?
38	sigma_d_2	1.5	old-to-young?
38	sigma_e_2	1.5	net-growth?
38	sigma_w_2	-1.5	net-growth?
38	sigma_b_2	-1.5	old-to-young?
38	phi_d_1	0	distance
38	phi_e_1	0	elevation
38	phi_w_1	0.5	elevation
38	phi_b_1	0	distance
38	phi_d_2	0	age-diff
38	phi_e_2	0	age
38	phi_w_2	0	age
38	phi_b_2	-1	age-diff
