sample	variable	value	description
140	whole_tree_age	13.0657	whole_tree_age
140	island_ori_age	10.3505	island_origin_age
140	island_ori_region	2	island_origin_region
140	rho_d_2	0.05	base_dispersal_rate
140	rho_e_2	0.05	base_extinction_rate
140	rho_w_2	0.05	base_w_speciation_rate
140	rho_b_2	0.25	base_b_speciation_rate
140	sigma_d_1	-1.5	long-distance?
140	sigma_e_1	0	high-island?
140	sigma_w_1	1.5	high-island?
140	sigma_b_1	1.5	long-distance?
140	sigma_d_2	0	old-to-young?
140	sigma_e_2	1.5	net-growth?
140	sigma_w_2	-1.5	net-growth?
140	sigma_b_2	-1.5	old-to-young?
140	phi_d_1	-0.5	distance
140	phi_e_1	-1	elevation
140	phi_w_1	0	elevation
140	phi_b_1	0	distance
140	phi_d_2	0.5	age-diff
140	phi_e_2	1	age
140	phi_w_2	-0.5	age
140	phi_b_2	0	age-diff
