sample	variable	value	description
167	whole_tree_age	26.7334	whole_tree_age
167	island_ori_age	5.21441	island_origin_age
167	island_ori_region	1	island_origin_region
167	rho_d_2	0.05	base_dispersal_rate
167	rho_e_2	0.05	base_extinction_rate
167	rho_w_2	0.05	base_w_speciation_rate
167	rho_b_2	0.25	base_b_speciation_rate
167	sigma_d_1	0	long-distance?
167	sigma_e_1	0	high-island?
167	sigma_w_1	0	high-island?
167	sigma_b_1	0	long-distance?
167	sigma_d_2	0	old-to-young?
167	sigma_e_2	1.5	net-growth?
167	sigma_w_2	0	net-growth?
167	sigma_b_2	-1.5	old-to-young?
167	phi_d_1	-0.5	distance
167	phi_e_1	0	elevation
167	phi_w_1	0	elevation
167	phi_b_1	1	distance
167	phi_d_2	0.5	age-diff
167	phi_e_2	1	age
167	phi_w_2	-0.5	age
167	phi_b_2	0	age-diff
