sample	variable	value	description
112	whole_tree_age	18.5033	whole_tree_age
112	island_ori_age	4.49627	island_origin_age
112	island_ori_region	3	island_origin_region
112	rho_d_2	0.05	base_dispersal_rate
112	rho_e_2	0.05	base_extinction_rate
112	rho_w_2	0.05	base_w_speciation_rate
112	rho_b_2	0.25	base_b_speciation_rate
112	sigma_d_1	0	long-distance?
112	sigma_e_1	0	high-island?
112	sigma_w_1	0	high-island?
112	sigma_b_1	1.5	long-distance?
112	sigma_d_2	0	old-to-young?
112	sigma_e_2	0	net-growth?
112	sigma_w_2	-1.5	net-growth?
112	sigma_b_2	-1.5	old-to-young?
112	phi_d_1	0	distance
112	phi_e_1	0	elevation
112	phi_w_1	0.5	elevation
112	phi_b_1	1	distance
112	phi_d_2	0.5	age-diff
112	phi_e_2	0	age
112	phi_w_2	0	age
112	phi_b_2	-1	age-diff
