sample	variable	value	description
51	whole_tree_age	29.4106	whole_tree_age
51	island_ori_age	16.0191	island_origin_age
51	island_ori_region	1	island_origin_region
51	rho_d_2	0.05	base_dispersal_rate
51	rho_e_2	0.05	base_extinction_rate
51	rho_w_2	0.05	base_w_speciation_rate
51	rho_b_2	0.25	base_b_speciation_rate
51	sigma_d_1	0	long-distance?
51	sigma_e_1	0	high-island?
51	sigma_w_1	1.5	high-island?
51	sigma_b_1	0	long-distance?
51	sigma_d_2	1.5	old-to-young?
51	sigma_e_2	0	net-growth?
51	sigma_w_2	-1.5	net-growth?
51	sigma_b_2	0	old-to-young?
51	phi_d_1	-0.5	distance
51	phi_e_1	-1	elevation
51	phi_w_1	0	elevation
51	phi_b_1	0	distance
51	phi_d_2	0	age-diff
51	phi_e_2	0	age
51	phi_w_2	-0.5	age
51	phi_b_2	0	age-diff
