sample	variable	value	description
70	whole_tree_age	9.69709	whole_tree_age
70	island_ori_age	3.41361	island_origin_age
70	island_ori_region	3	island_origin_region
70	rho_d_2	0.05	base_dispersal_rate
70	rho_e_2	0.05	base_extinction_rate
70	rho_w_2	0.05	base_w_speciation_rate
70	rho_b_2	0.25	base_b_speciation_rate
70	sigma_d_1	-1.5	long-distance?
70	sigma_e_1	0	high-island?
70	sigma_w_1	1.5	high-island?
70	sigma_b_1	1.5	long-distance?
70	sigma_d_2	1.5	old-to-young?
70	sigma_e_2	1.5	net-growth?
70	sigma_w_2	0	net-growth?
70	sigma_b_2	-1.5	old-to-young?
70	phi_d_1	0	distance
70	phi_e_1	0	elevation
70	phi_w_1	0	elevation
70	phi_b_1	1	distance
70	phi_d_2	0	age-diff
70	phi_e_2	1	age
70	phi_w_2	0	age
70	phi_b_2	-1	age-diff
