sample	variable	value	description
69	whole_tree_age	14.6969	whole_tree_age
69	island_ori_age	12.9061	island_origin_age
69	island_ori_region	1	island_origin_region
69	rho_d_2	0.05	base_dispersal_rate
69	rho_e_2	0.05	base_extinction_rate
69	rho_w_2	0.05	base_w_speciation_rate
69	rho_b_2	0.2	base_b_speciation_rate
69	sigma_d_1	-1	long-distance?
69	sigma_e_1	-1	high-island?
69	sigma_w_1	0	high-island?
69	sigma_b_1	1	long-distance?
69	sigma_d_2	0	old-to-young?
69	sigma_e_2	-1	net-growth?
69	sigma_w_2	-1	net-growth?
69	sigma_b_2	1	old-to-young?
69	phi_d_1	-1	distance
69	phi_e_1	0	elevation
69	phi_w_1	1	elevation
69	phi_b_1	0	distance
69	phi_d_2	-1	age-diff
69	phi_e_2	0	age
69	phi_w_2	-1	age
69	phi_b_2	0	age-diff
