sample	variable	value	description
61	whole_tree_age	30.5231	whole_tree_age
61	island_ori_age	9.89139	island_origin_age
61	island_ori_region	1	island_origin_region
61	rho_d_2	0.05	base_dispersal_rate
61	rho_e_2	0.05	base_extinction_rate
61	rho_w_2	0.05	base_w_speciation_rate
61	rho_b_2	0.25	base_b_speciation_rate
61	sigma_d_1	-1.5	long-distance?
61	sigma_e_1	0	high-island?
61	sigma_w_1	0	high-island?
61	sigma_b_1	1.5	long-distance?
61	sigma_d_2	0	old-to-young?
61	sigma_e_2	0	net-growth?
61	sigma_w_2	0	net-growth?
61	sigma_b_2	0	old-to-young?
61	phi_d_1	-0.5	distance
61	phi_e_1	0	elevation
61	phi_w_1	0	elevation
61	phi_b_1	1	distance
61	phi_d_2	0.5	age-diff
61	phi_e_2	0	age
61	phi_w_2	0	age
61	phi_b_2	-1	age-diff
