sample	variable	value	description
252	whole_tree_age	23.4014	whole_tree_age
252	island_ori_age	17.656	island_origin_age
252	island_ori_region	1	island_origin_region
252	rho_d_2	0.05	base_dispersal_rate
252	rho_e_2	0.05	base_extinction_rate
252	rho_w_2	0.05	base_w_speciation_rate
252	rho_b_2	0.25	base_b_speciation_rate
252	sigma_d_1	-1.5	long-distance?
252	sigma_e_1	-1.5	high-island?
252	sigma_w_1	0	high-island?
252	sigma_b_1	1.5	long-distance?
252	sigma_d_2	0	old-to-young?
252	sigma_e_2	0	net-growth?
252	sigma_w_2	-1.5	net-growth?
252	sigma_b_2	0	old-to-young?
252	phi_d_1	-0.5	distance
252	phi_e_1	0	elevation
252	phi_w_1	0.5	elevation
252	phi_b_1	0	distance
252	phi_d_2	0	age-diff
252	phi_e_2	0	age
252	phi_w_2	-0.5	age
252	phi_b_2	0	age-diff
