nd171	1
nd182	1
nd135	4
nd136	0
nd183	1
nd184	4
nd168	14
nd189	38
nd213	47
nd214	1
nd217	3
nd218	1
nd204	12
nd154	4
nd128	74
nd109	1
nd201	0
nd202	0
nd82	9
nd157	0
nd158	72
nd215	60
nd216	2
nd223	3
nd224	43
nd134	39
nd197	2
nd198	2
nd211	0
nd212	0
nd125	5
nd126	0
nd155	34
nd177	70
nd207	1
nd208	1
nd193	1
nd194	1
nd140	0
nd143	15
nd191	0
nd192	0
nd185	43
nd195	0
nd88	17
nd145	7
nd199	1
nd200	1
nd152	0
nd205	0
nd206	0
nd162	0
nd163	4
nd165	3
nd209	11
nd210	73
nd176	77
nd219	2
nd220	2
nd221	2
nd222	2
nd180	45
nd187	12
nd188	2
outgroup	7
