sample	variable	value	description
336	whole_tree_age	19.8725	whole_tree_age
336	island_ori_age	5.12454	island_origin_age
336	island_ori_region	1	island_origin_region
336	rho_d_2	0.025	base_dispersal_rate
336	rho_e_2	0.025	base_extinction_rate
336	rho_w_2	0.025	base_w_speciation_rate
336	rho_b_2	0.15	base_b_speciation_rate
336	sigma_d_1	-1	long-distance?
336	sigma_e_1	-1	high-island?
336	sigma_w_1	0	high-island?
336	sigma_b_1	0	long-distance?
336	sigma_d_2	0	old-to-young?
336	sigma_e_2	0	net-growth?
336	sigma_w_2	0	net-growth?
336	sigma_b_2	0	old-to-young?
336	phi_d_1	0	distance
336	phi_e_1	-1	elevation
336	phi_w_1	1	elevation
336	phi_b_1	0	distance
336	phi_d_2	1	age-diff
336	phi_e_2	0	age
336	phi_w_2	-1	age
336	phi_b_2	0	age-diff
