sample	variable	value	description
174	whole_tree_age	10.8362	whole_tree_age
174	island_ori_age	6.95594	island_origin_age
174	island_ori_region	2	island_origin_region
174	rho_d_2	0.05	base_dispersal_rate
174	rho_e_2	0.05	base_extinction_rate
174	rho_w_2	0.05	base_w_speciation_rate
174	rho_b_2	0.2	base_b_speciation_rate
174	sigma_d_1	0	long-distance?
174	sigma_e_1	-1	high-island?
174	sigma_w_1	0	high-island?
174	sigma_b_1	0	long-distance?
174	sigma_d_2	0	old-to-young?
174	sigma_e_2	-1	net-growth?
174	sigma_w_2	-1	net-growth?
174	sigma_b_2	1	old-to-young?
174	phi_d_1	-1	distance
174	phi_e_1	0	elevation
174	phi_w_1	1	elevation
174	phi_b_1	1	distance
174	phi_d_2	-1	age-diff
174	phi_e_2	0	age
174	phi_w_2	0	age
174	phi_b_2	1	age-diff
