sample	variable	value	description
157	whole_tree_age	25.6716	whole_tree_age
157	island_ori_age	8.23042	island_origin_age
157	island_ori_region	2	island_origin_region
157	rho_d_2	0.025	base_dispersal_rate
157	rho_e_2	0.025	base_extinction_rate
157	rho_w_2	0.025	base_w_speciation_rate
157	rho_b_2	0.15	base_b_speciation_rate
157	sigma_d_1	0	long-distance?
157	sigma_e_1	-1	high-island?
157	sigma_w_1	0	high-island?
157	sigma_b_1	1	long-distance?
157	sigma_d_2	1	old-to-young?
157	sigma_e_2	0	net-growth?
157	sigma_w_2	-1	net-growth?
157	sigma_b_2	-1	old-to-young?
157	phi_d_1	0	distance
157	phi_e_1	-1	elevation
157	phi_w_1	0	elevation
157	phi_b_1	0	distance
157	phi_d_2	1	age-diff
157	phi_e_2	1	age
157	phi_w_2	-1	age
157	phi_b_2	0	age-diff
