sample	variable	value	description
94	whole_tree_age	28.0019	whole_tree_age
94	island_ori_age	9.80428	island_origin_age
94	island_ori_region	2	island_origin_region
94	rho_d_2	0.05	base_dispersal_rate
94	rho_e_2	0.05	base_extinction_rate
94	rho_w_2	0.05	base_w_speciation_rate
94	rho_b_2	0.2	base_b_speciation_rate
94	sigma_d_1	0	long-distance?
94	sigma_e_1	-1	high-island?
94	sigma_w_1	1	high-island?
94	sigma_b_1	1	long-distance?
94	sigma_d_2	1	old-to-young?
94	sigma_e_2	-1	net-growth?
94	sigma_w_2	-1	net-growth?
94	sigma_b_2	0	old-to-young?
94	phi_d_1	0	distance
94	phi_e_1	0	elevation
94	phi_w_1	0	elevation
94	phi_b_1	1	distance
94	phi_d_2	0	age-diff
94	phi_e_2	0	age
94	phi_w_2	0	age
94	phi_b_2	1	age-diff
