sample	variable	value	description
35	whole_tree_age	31.9258	whole_tree_age
35	island_ori_age	17.5057	island_origin_age
35	island_ori_region	1	island_origin_region
35	rho_d_2	0.025	base_dispersal_rate
35	rho_e_2	0.025	base_extinction_rate
35	rho_w_2	0.025	base_w_speciation_rate
35	rho_b_2	0.15	base_b_speciation_rate
35	sigma_d_1	-1	long-distance?
35	sigma_e_1	0	high-island?
35	sigma_w_1	0	high-island?
35	sigma_b_1	0	long-distance?
35	sigma_d_2	1	old-to-young?
35	sigma_e_2	0	net-growth?
35	sigma_w_2	0	net-growth?
35	sigma_b_2	-1	old-to-young?
35	phi_d_1	-1	distance
35	phi_e_1	-1	elevation
35	phi_w_1	1	elevation
35	phi_b_1	0	distance
35	phi_d_2	1	age-diff
35	phi_e_2	1	age
35	phi_w_2	-1	age
35	phi_b_2	-1	age-diff
