sample	variable	value	description
226	whole_tree_age	28.5932	whole_tree_age
226	island_ori_age	17.1877	island_origin_age
226	island_ori_region	1	island_origin_region
226	rho_d_2	0.025	base_dispersal_rate
226	rho_e_2	0.025	base_extinction_rate
226	rho_w_2	0.025	base_w_speciation_rate
226	rho_b_2	0.15	base_b_speciation_rate
226	sigma_d_1	0	long-distance?
226	sigma_e_1	-1	high-island?
226	sigma_w_1	1	high-island?
226	sigma_b_1	1	long-distance?
226	sigma_d_2	1	old-to-young?
226	sigma_e_2	0	net-growth?
226	sigma_w_2	-1	net-growth?
226	sigma_b_2	-1	old-to-young?
226	phi_d_1	-1	distance
226	phi_e_1	-1	elevation
226	phi_w_1	0	elevation
226	phi_b_1	1	distance
226	phi_d_2	0	age-diff
226	phi_e_2	0	age
226	phi_w_2	0	age
226	phi_b_2	0	age-diff
