sample	variable	value	description
171	whole_tree_age	25.4285	whole_tree_age
171	island_ori_age	5.46774	island_origin_age
171	island_ori_region	2	island_origin_region
171	rho_d_2	0.05	base_dispersal_rate
171	rho_e_2	0.05	base_extinction_rate
171	rho_w_2	0.05	base_w_speciation_rate
171	rho_b_2	0.25	base_b_speciation_rate
171	sigma_d_1	-1.5	long-distance?
171	sigma_e_1	-1.5	high-island?
171	sigma_w_1	1.5	high-island?
171	sigma_b_1	1.5	long-distance?
171	sigma_d_2	0	old-to-young?
171	sigma_e_2	1.5	net-growth?
171	sigma_w_2	0	net-growth?
171	sigma_b_2	-1.5	old-to-young?
171	phi_d_1	0	distance
171	phi_e_1	0	elevation
171	phi_w_1	0	elevation
171	phi_b_1	1	distance
171	phi_d_2	0	age-diff
171	phi_e_2	1	age
171	phi_w_2	0	age
171	phi_b_2	0	age-diff
