sample	variable	value	description
105	whole_tree_age	31.489	whole_tree_age
105	island_ori_age	9.08568	island_origin_age
105	island_ori_region	1	island_origin_region
105	rho_d_2	0.05	base_dispersal_rate
105	rho_e_2	0.05	base_extinction_rate
105	rho_w_2	0.05	base_w_speciation_rate
105	rho_b_2	0.2	base_b_speciation_rate
105	sigma_d_1	-1	long-distance?
105	sigma_e_1	-1	high-island?
105	sigma_w_1	0	high-island?
105	sigma_b_1	1	long-distance?
105	sigma_d_2	0	old-to-young?
105	sigma_e_2	-1	net-growth?
105	sigma_w_2	0	net-growth?
105	sigma_b_2	0	old-to-young?
105	phi_d_1	0	distance
105	phi_e_1	-1	elevation
105	phi_w_1	1	elevation
105	phi_b_1	1	distance
105	phi_d_2	0	age-diff
105	phi_e_2	0	age
105	phi_w_2	-1	age
105	phi_b_2	0	age-diff
