sample	variable	value	description
151	whole_tree_age	23.6199	whole_tree_age
151	island_ori_age	3.8612	island_origin_age
151	island_ori_region	3	island_origin_region
151	rho_d_2	0.05	base_dispersal_rate
151	rho_e_2	0.05	base_extinction_rate
151	rho_w_2	0.05	base_w_speciation_rate
151	rho_b_2	0.25	base_b_speciation_rate
151	sigma_d_1	0	long-distance?
151	sigma_e_1	0	high-island?
151	sigma_w_1	0	high-island?
151	sigma_b_1	0	long-distance?
151	sigma_d_2	0	old-to-young?
151	sigma_e_2	0	net-growth?
151	sigma_w_2	0	net-growth?
151	sigma_b_2	-1.5	old-to-young?
151	phi_d_1	-0.5	distance
151	phi_e_1	-1	elevation
151	phi_w_1	0	elevation
151	phi_b_1	0	distance
151	phi_d_2	0	age-diff
151	phi_e_2	1	age
151	phi_w_2	-0.5	age
151	phi_b_2	-1	age-diff
