sample	variable	value	description
331	whole_tree_age	26.9353	whole_tree_age
331	island_ori_age	16.767	island_origin_age
331	island_ori_region	1	island_origin_region
331	rho_d_2	0.025	base_dispersal_rate
331	rho_e_2	0.025	base_extinction_rate
331	rho_w_2	0.025	base_w_speciation_rate
331	rho_b_2	0.15	base_b_speciation_rate
331	sigma_d_1	0	long-distance?
331	sigma_e_1	-1	high-island?
331	sigma_w_1	0	high-island?
331	sigma_b_1	1	long-distance?
331	sigma_d_2	0	old-to-young?
331	sigma_e_2	0	net-growth?
331	sigma_w_2	0	net-growth?
331	sigma_b_2	-1	old-to-young?
331	phi_d_1	-1	distance
331	phi_e_1	-1	elevation
331	phi_w_1	0	elevation
331	phi_b_1	1	distance
331	phi_d_2	1	age-diff
331	phi_e_2	0	age
331	phi_w_2	0	age
331	phi_b_2	0	age-diff
