sample	variable	value	description
144	whole_tree_age	24.6598	whole_tree_age
144	island_ori_age	9.19426	island_origin_age
144	island_ori_region	2	island_origin_region
144	rho_d_2	0.025	base_dispersal_rate
144	rho_e_2	0.025	base_extinction_rate
144	rho_w_2	0.025	base_w_speciation_rate
144	rho_b_2	0.15	base_b_speciation_rate
144	sigma_d_1	0	long-distance?
144	sigma_e_1	0	high-island?
144	sigma_w_1	0	high-island?
144	sigma_b_1	1	long-distance?
144	sigma_d_2	0	old-to-young?
144	sigma_e_2	1	net-growth?
144	sigma_w_2	-1	net-growth?
144	sigma_b_2	0	old-to-young?
144	phi_d_1	0	distance
144	phi_e_1	-1	elevation
144	phi_w_1	1	elevation
144	phi_b_1	1	distance
144	phi_d_2	1	age-diff
144	phi_e_2	1	age
144	phi_w_2	-1	age
144	phi_b_2	0	age-diff
