sample	variable	value	description
274	whole_tree_age	17.6684	whole_tree_age
274	island_ori_age	3.30234	island_origin_age
274	island_ori_region	3	island_origin_region
274	rho_d_2	0.05	base_dispersal_rate
274	rho_e_2	0.05	base_extinction_rate
274	rho_w_2	0.05	base_w_speciation_rate
274	rho_b_2	0.2	base_b_speciation_rate
274	sigma_d_1	0	long-distance?
274	sigma_e_1	-1	high-island?
274	sigma_w_1	0	high-island?
274	sigma_b_1	1	long-distance?
274	sigma_d_2	0	old-to-young?
274	sigma_e_2	-1	net-growth?
274	sigma_w_2	-1	net-growth?
274	sigma_b_2	0	old-to-young?
274	phi_d_1	-1	distance
274	phi_e_1	0	elevation
274	phi_w_1	1	elevation
274	phi_b_1	1	distance
274	phi_d_2	-1	age-diff
274	phi_e_2	1	age
274	phi_w_2	0	age
274	phi_b_2	0	age-diff
