sample	variable	value	description
13	whole_tree_age	16.4143	whole_tree_age
13	island_ori_age	8.37282	island_origin_age
13	island_ori_region	2	island_origin_region
13	rho_d_2	0.05	base_dispersal_rate
13	rho_e_2	0.05	base_extinction_rate
13	rho_w_2	0.05	base_w_speciation_rate
13	rho_b_2	0.2	base_b_speciation_rate
13	sigma_d_1	0	long-distance?
13	sigma_e_1	-1	high-island?
13	sigma_w_1	0	high-island?
13	sigma_b_1	0	long-distance?
13	sigma_d_2	0	old-to-young?
13	sigma_e_2	0	net-growth?
13	sigma_w_2	0	net-growth?
13	sigma_b_2	0	old-to-young?
13	phi_d_1	0	distance
13	phi_e_1	-1	elevation
13	phi_w_1	0	elevation
13	phi_b_1	0	distance
13	phi_d_2	0	age-diff
13	phi_e_2	0	age
13	phi_w_2	0	age
13	phi_b_2	1	age-diff
