sample	variable	value	description
300	whole_tree_age	18.3348	whole_tree_age
300	island_ori_age	18.1822	island_origin_age
300	island_ori_region	1	island_origin_region
300	rho_d_2	0.05	base_dispersal_rate
300	rho_e_2	0.05	base_extinction_rate
300	rho_w_2	0.05	base_w_speciation_rate
300	rho_b_2	0.25	base_b_speciation_rate
300	sigma_d_1	0	long-distance?
300	sigma_e_1	0	high-island?
300	sigma_w_1	1.5	high-island?
300	sigma_b_1	1.5	long-distance?
300	sigma_d_2	1.5	old-to-young?
300	sigma_e_2	0	net-growth?
300	sigma_w_2	0	net-growth?
300	sigma_b_2	0	old-to-young?
300	phi_d_1	-0.5	distance
300	phi_e_1	-1	elevation
300	phi_w_1	0.5	elevation
300	phi_b_1	0	distance
300	phi_d_2	0.5	age-diff
300	phi_e_2	1	age
300	phi_w_2	-0.5	age
300	phi_b_2	-1	age-diff
