sample	variable	value	description
241	whole_tree_age	4.6179	whole_tree_age
241	island_ori_age	1.67487	island_origin_age
241	island_ori_region	3	island_origin_region
241	rho_d_2	0.05	base_dispersal_rate
241	rho_e_2	0.05	base_extinction_rate
241	rho_w_2	0.05	base_w_speciation_rate
241	rho_b_2	0.25	base_b_speciation_rate
241	sigma_d_1	0	long-distance?
241	sigma_e_1	0	high-island?
241	sigma_w_1	0	high-island?
241	sigma_b_1	1.5	long-distance?
241	sigma_d_2	0	old-to-young?
241	sigma_e_2	0	net-growth?
241	sigma_w_2	-1.5	net-growth?
241	sigma_b_2	-1.5	old-to-young?
241	phi_d_1	0	distance
241	phi_e_1	0	elevation
241	phi_w_1	0	elevation
241	phi_b_1	1	distance
241	phi_d_2	0.5	age-diff
241	phi_e_2	0	age
241	phi_w_2	-0.5	age
241	phi_b_2	0	age-diff
