sample	variable	value	description
286	whole_tree_age	17.6224	whole_tree_age
286	island_ori_age	6.58741	island_origin_age
286	island_ori_region	1	island_origin_region
286	rho_d_2	0.05	base_dispersal_rate
286	rho_e_2	0.05	base_extinction_rate
286	rho_w_2	0.05	base_w_speciation_rate
286	rho_b_2	0.25	base_b_speciation_rate
286	sigma_d_1	-1.5	long-distance?
286	sigma_e_1	-1.5	high-island?
286	sigma_w_1	0	high-island?
286	sigma_b_1	1.5	long-distance?
286	sigma_d_2	1.5	old-to-young?
286	sigma_e_2	0	net-growth?
286	sigma_w_2	-1.5	net-growth?
286	sigma_b_2	-1.5	old-to-young?
286	phi_d_1	-0.5	distance
286	phi_e_1	0	elevation
286	phi_w_1	0.5	elevation
286	phi_b_1	0	distance
286	phi_d_2	0.5	age-diff
286	phi_e_2	1	age
286	phi_w_2	-0.5	age
286	phi_b_2	0	age-diff
