sample	variable	value	description
9	whole_tree_age	20.1354	whole_tree_age
9	island_ori_age	8.52183	island_origin_age
9	island_ori_region	1	island_origin_region
9	rho_d_2	0.025	base_dispersal_rate
9	rho_e_2	0.025	base_extinction_rate
9	rho_w_2	0.025	base_w_speciation_rate
9	rho_b_2	0.15	base_b_speciation_rate
9	sigma_d_1	-1	long-distance?
9	sigma_e_1	-1	high-island?
9	sigma_w_1	1	high-island?
9	sigma_b_1	0	long-distance?
9	sigma_d_2	1	old-to-young?
9	sigma_e_2	1	net-growth?
9	sigma_w_2	-1	net-growth?
9	sigma_b_2	-1	old-to-young?
9	phi_d_1	0	distance
9	phi_e_1	-1	elevation
9	phi_w_1	1	elevation
9	phi_b_1	1	distance
9	phi_d_2	1	age-diff
9	phi_e_2	1	age
9	phi_w_2	-1	age
9	phi_b_2	-1	age-diff
