sample	variable	value	description
31	whole_tree_age	18.5878	whole_tree_age
31	island_ori_age	16.8932	island_origin_age
31	island_ori_region	1	island_origin_region
31	rho_d_2	0.05	base_dispersal_rate
31	rho_e_2	0.05	base_extinction_rate
31	rho_w_2	0.05	base_w_speciation_rate
31	rho_b_2	0.2	base_b_speciation_rate
31	sigma_d_1	0	long-distance?
31	sigma_e_1	-1	high-island?
31	sigma_w_1	1	high-island?
31	sigma_b_1	1	long-distance?
31	sigma_d_2	0	old-to-young?
31	sigma_e_2	-1	net-growth?
31	sigma_w_2	-1	net-growth?
31	sigma_b_2	0	old-to-young?
31	phi_d_1	0	distance
31	phi_e_1	0	elevation
31	phi_w_1	1	elevation
31	phi_b_1	0	distance
31	phi_d_2	0	age-diff
31	phi_e_2	1	age
31	phi_w_2	-1	age
31	phi_b_2	0	age-diff
