sample	variable	value	description
34	whole_tree_age	28.1143	whole_tree_age
34	island_ori_age	16.3816	island_origin_age
34	island_ori_region	1	island_origin_region
34	rho_d_2	0.05	base_dispersal_rate
34	rho_e_2	0.05	base_extinction_rate
34	rho_w_2	0.05	base_w_speciation_rate
34	rho_b_2	0.2	base_b_speciation_rate
34	sigma_d_1	-1	long-distance?
34	sigma_e_1	0	high-island?
34	sigma_w_1	1	high-island?
34	sigma_b_1	1	long-distance?
34	sigma_d_2	1	old-to-young?
34	sigma_e_2	0	net-growth?
34	sigma_w_2	-1	net-growth?
34	sigma_b_2	1	old-to-young?
34	phi_d_1	-1	distance
34	phi_e_1	0	elevation
34	phi_w_1	1	elevation
34	phi_b_1	0	distance
34	phi_d_2	-1	age-diff
34	phi_e_2	1	age
34	phi_w_2	-1	age
34	phi_b_2	1	age-diff
