sample	variable	value	description
246	whole_tree_age	20.0104	whole_tree_age
246	island_ori_age	11.3391	island_origin_age
246	island_ori_region	1	island_origin_region
246	rho_d_2	0.025	base_dispersal_rate
246	rho_e_2	0.025	base_extinction_rate
246	rho_w_2	0.025	base_w_speciation_rate
246	rho_b_2	0.15	base_b_speciation_rate
246	sigma_d_1	-1	long-distance?
246	sigma_e_1	0	high-island?
246	sigma_w_1	1	high-island?
246	sigma_b_1	0	long-distance?
246	sigma_d_2	1	old-to-young?
246	sigma_e_2	1	net-growth?
246	sigma_w_2	0	net-growth?
246	sigma_b_2	0	old-to-young?
246	phi_d_1	0	distance
246	phi_e_1	0	elevation
246	phi_w_1	1	elevation
246	phi_b_1	0	distance
246	phi_d_2	0	age-diff
246	phi_e_2	1	age
246	phi_w_2	0	age
246	phi_b_2	0	age-diff
