sample	variable	value	description
214	whole_tree_age	30.6986	whole_tree_age
214	island_ori_age	14.9499	island_origin_age
214	island_ori_region	1	island_origin_region
214	rho_d_2	0.05	base_dispersal_rate
214	rho_e_2	0.05	base_extinction_rate
214	rho_w_2	0.05	base_w_speciation_rate
214	rho_b_2	0.2	base_b_speciation_rate
214	sigma_d_1	-1	long-distance?
214	sigma_e_1	-1	high-island?
214	sigma_w_1	1	high-island?
214	sigma_b_1	1	long-distance?
214	sigma_d_2	1	old-to-young?
214	sigma_e_2	-1	net-growth?
214	sigma_w_2	0	net-growth?
214	sigma_b_2	1	old-to-young?
214	phi_d_1	0	distance
214	phi_e_1	-1	elevation
214	phi_w_1	1	elevation
214	phi_b_1	1	distance
214	phi_d_2	-1	age-diff
214	phi_e_2	0	age
214	phi_w_2	0	age
214	phi_b_2	0	age-diff
