sample	variable	value	description
190	whole_tree_age	31.3786	whole_tree_age
190	island_ori_age	14.3226	island_origin_age
190	island_ori_region	1	island_origin_region
190	rho_d_2	0.05	base_dispersal_rate
190	rho_e_2	0.05	base_extinction_rate
190	rho_w_2	0.05	base_w_speciation_rate
190	rho_b_2	0.2	base_b_speciation_rate
190	sigma_d_1	-1	long-distance?
190	sigma_e_1	0	high-island?
190	sigma_w_1	0	high-island?
190	sigma_b_1	0	long-distance?
190	sigma_d_2	1	old-to-young?
190	sigma_e_2	-1	net-growth?
190	sigma_w_2	0	net-growth?
190	sigma_b_2	0	old-to-young?
190	phi_d_1	0	distance
190	phi_e_1	0	elevation
190	phi_w_1	0	elevation
190	phi_b_1	0	distance
190	phi_d_2	0	age-diff
190	phi_e_2	0	age
190	phi_w_2	0	age
190	phi_b_2	0	age-diff
