sample	variable	value	description
175	whole_tree_age	24.8821	whole_tree_age
175	island_ori_age	2.51935	island_origin_age
175	island_ori_region	5	island_origin_region
175	rho_d_2	0.05	base_dispersal_rate
175	rho_e_2	0.05	base_extinction_rate
175	rho_w_2	0.05	base_w_speciation_rate
175	rho_b_2	0.2	base_b_speciation_rate
175	sigma_d_1	-1	long-distance?
175	sigma_e_1	0	high-island?
175	sigma_w_1	1	high-island?
175	sigma_b_1	1	long-distance?
175	sigma_d_2	1	old-to-young?
175	sigma_e_2	0	net-growth?
175	sigma_w_2	-1	net-growth?
175	sigma_b_2	0	old-to-young?
175	phi_d_1	0	distance
175	phi_e_1	-1	elevation
175	phi_w_1	0	elevation
175	phi_b_1	0	distance
175	phi_d_2	0	age-diff
175	phi_e_2	0	age
175	phi_w_2	-1	age
175	phi_b_2	0	age-diff
