sample	variable	value	description
80	whole_tree_age	21.4088	whole_tree_age
80	island_ori_age	16.7677	island_origin_age
80	island_ori_region	1	island_origin_region
80	rho_d_2	0.025	base_dispersal_rate
80	rho_e_2	0.025	base_extinction_rate
80	rho_w_2	0.025	base_w_speciation_rate
80	rho_b_2	0.15	base_b_speciation_rate
80	sigma_d_1	0	long-distance?
80	sigma_e_1	0	high-island?
80	sigma_w_1	0	high-island?
80	sigma_b_1	0	long-distance?
80	sigma_d_2	1	old-to-young?
80	sigma_e_2	0	net-growth?
80	sigma_w_2	-1	net-growth?
80	sigma_b_2	0	old-to-young?
80	phi_d_1	0	distance
80	phi_e_1	0	elevation
80	phi_w_1	0	elevation
80	phi_b_1	0	distance
80	phi_d_2	0	age-diff
80	phi_e_2	1	age
80	phi_w_2	-1	age
80	phi_b_2	0	age-diff
