sample	variable	value	description
0	whole_tree_age	18.5136	whole_tree_age
0	island_ori_age	6.18047	island_origin_age
0	island_ori_region	2	island_origin_region
0	rho_d_2	0.05	base_dispersal_rate
0	rho_e_2	0.05	base_extinction_rate
0	rho_w_2	0.05	base_w_speciation_rate
0	rho_b_2	0.2	base_b_speciation_rate
0	sigma_d_1	-1	long-distance?
0	sigma_e_1	0	high-island?
0	sigma_w_1	1	high-island?
0	sigma_b_1	0	long-distance?
0	sigma_d_2	1	old-to-young?
0	sigma_e_2	-1	net-growth?
0	sigma_w_2	0	net-growth?
0	sigma_b_2	1	old-to-young?
0	phi_d_1	0	distance
0	phi_e_1	0	elevation
0	phi_w_1	0	elevation
0	phi_b_1	0	distance
0	phi_d_2	0	age-diff
0	phi_e_2	0	age
0	phi_w_2	0	age
0	phi_b_2	0	age-diff
