sample	variable	value	description
345	whole_tree_age	28.3509	whole_tree_age
345	island_ori_age	16.3586	island_origin_age
345	island_ori_region	1	island_origin_region
345	rho_d_2	0.05	base_dispersal_rate
345	rho_e_2	0.05	base_extinction_rate
345	rho_w_2	0.05	base_w_speciation_rate
345	rho_b_2	0.25	base_b_speciation_rate
345	sigma_d_1	-1.5	long-distance?
345	sigma_e_1	-1.5	high-island?
345	sigma_w_1	1.5	high-island?
345	sigma_b_1	0	long-distance?
345	sigma_d_2	1.5	old-to-young?
345	sigma_e_2	1.5	net-growth?
345	sigma_w_2	0	net-growth?
345	sigma_b_2	0	old-to-young?
345	phi_d_1	0	distance
345	phi_e_1	0	elevation
345	phi_w_1	0.5	elevation
345	phi_b_1	1	distance
345	phi_d_2	0	age-diff
345	phi_e_2	0	age
345	phi_w_2	-0.5	age
345	phi_b_2	0	age-diff
