sample	variable	value	description
279	whole_tree_age	24.4372	whole_tree_age
279	island_ori_age	12.4939	island_origin_age
279	island_ori_region	1	island_origin_region
279	rho_d_2	0.025	base_dispersal_rate
279	rho_e_2	0.025	base_extinction_rate
279	rho_w_2	0.025	base_w_speciation_rate
279	rho_b_2	0.15	base_b_speciation_rate
279	sigma_d_1	-1	long-distance?
279	sigma_e_1	-1	high-island?
279	sigma_w_1	1	high-island?
279	sigma_b_1	0	long-distance?
279	sigma_d_2	0	old-to-young?
279	sigma_e_2	0	net-growth?
279	sigma_w_2	0	net-growth?
279	sigma_b_2	0	old-to-young?
279	phi_d_1	-1	distance
279	phi_e_1	-1	elevation
279	phi_w_1	0	elevation
279	phi_b_1	1	distance
279	phi_d_2	0	age-diff
279	phi_e_2	0	age
279	phi_w_2	0	age
279	phi_b_2	-1	age-diff
