sample	variable	value	description
251	whole_tree_age	27.6932	whole_tree_age
251	island_ori_age	1.35716	island_origin_age
251	island_ori_region	4	island_origin_region
251	rho_d_2	0.05	base_dispersal_rate
251	rho_e_2	0.05	base_extinction_rate
251	rho_w_2	0.05	base_w_speciation_rate
251	rho_b_2	0.25	base_b_speciation_rate
251	sigma_d_1	0	long-distance?
251	sigma_e_1	0	high-island?
251	sigma_w_1	1.5	high-island?
251	sigma_b_1	1.5	long-distance?
251	sigma_d_2	1.5	old-to-young?
251	sigma_e_2	1.5	net-growth?
251	sigma_w_2	0	net-growth?
251	sigma_b_2	-1.5	old-to-young?
251	phi_d_1	-0.5	distance
251	phi_e_1	0	elevation
251	phi_w_1	0	elevation
251	phi_b_1	1	distance
251	phi_d_2	0.5	age-diff
251	phi_e_2	1	age
251	phi_w_2	-0.5	age
251	phi_b_2	-1	age-diff
