sample	variable	value	description
323	whole_tree_age	24.4016	whole_tree_age
323	island_ori_age	4.6777	island_origin_age
323	island_ori_region	1	island_origin_region
323	rho_d_2	0.05	base_dispersal_rate
323	rho_e_2	0.05	base_extinction_rate
323	rho_w_2	0.05	base_w_speciation_rate
323	rho_b_2	0.25	base_b_speciation_rate
323	sigma_d_1	0	long-distance?
323	sigma_e_1	0	high-island?
323	sigma_w_1	0	high-island?
323	sigma_b_1	0	long-distance?
323	sigma_d_2	0	old-to-young?
323	sigma_e_2	0	net-growth?
323	sigma_w_2	0	net-growth?
323	sigma_b_2	0	old-to-young?
323	phi_d_1	-0.5	distance
323	phi_e_1	0	elevation
323	phi_w_1	0	elevation
323	phi_b_1	1	distance
323	phi_d_2	0	age-diff
323	phi_e_2	1	age
323	phi_w_2	0	age
323	phi_b_2	-1	age-diff
